actors,actor_ids,genders,birthplaces,ages,movies,movie_ID
Julie Hagerty,14415,1,"Cincinnati, Ohio, USA",68.0,"['The Wife', 'A Master Builder', 'Held Up', 'Instant Family', 'Noelle', 'Marriage Story', 'Larry Gaye: Renegade Male Flight Attendant', 'Somebody I Used to Know', 'The Out-Laws', 'A Christmas Story Christmas']","[340613.0, 268536.0, 60961.0, 491418.0, 454467.0, 492188.0, 339355.0, 869112.0, 921636.0, 929340.0]"
Juliette Binoche,1137,1,"Paris, France",60.0,"['Certified Copy', 'Cosmopolis', 'The Son of No One', 'Elles', 'Camille Claudel, 1915', ""Another Woman's Life"", 'An Open Heart', 'Michael H. – Profession: Director', 'A Thousand Times Good Night', 'Words and Pictures', 'Clouds of Sils Maria', 'Endless Night', 'The 33', 'The Wait', 'Slack Bay', 'Ghost in the Shell', 'Polina', 'Ongoing Smile', 'Mara', '7 Letters', 'Like Mother, Like Daughter', 'High Life', 'Let the Sunshine In', '76 Minutes and 15 seconds with Abbas Kiarostami', 'Non-Fiction', 'The Truth', 'Who You Think I Am', 'How to Be a Good Wife', 'André Téchiné: A Passion for Cinema', 'Between Two Worlds', 'Citizens of Cosmopolis', 'Both Sides of the Blade', 'Infraction', 'Poumon Vert et Tapis Rouge', 'Winter Boy', 'Paradise Highway', 'Code Haneke', 'The Taste of Things', 'La fabrique des pandémies', 'Lars Eidinger – To Be or Not To Be', 'Abbas Kiarostami: A Report', 'Cannes Uncut', 'Wonder Boy']","[48303.0, 49014.0, 74536.0, 85545.0, 110428.0, 116231.0, 116377.0, 174353.0, 212606.0, 214075.0, 246860.0, 320004.0, 293646.0, 176079.0, 371865.0, 315837.0, 414372.0, 434677.0, 514277.0, 355727.0, 439152.0, 376865.0, 431017.0, 416446.0, 471856.0, 517468.0, 544404.0, 575291.0, 592677.0, 601188.0, 276264.0, 768757.0, 628355.0, 779608.0, 918044.0, 939979.0, 949041.0, 964960.0, 976457.0, 1024212.0, 408525.0, 1139231.0, 639947.0]"
Julio Peña,2367724,2,"San Sebastián, Guipúzcoa, País Vasco, Spain",23.0,"['BIA: An Upside Down World', 'BIA: An Upside Down World - Making of', 'Through My Window', 'Through My Window: Across the Sea', 'Through My Window 3: Looking at You', 'The Captive']","[765169.0, 802021.0, 818647.0, 988078.0, 1139566.0, 244761.0]"
Jun Ji-hyun,63436,1,"Seoul, South Korea",42.0,"['The Thieves', 'The Berlin File', 'Snow Flower and the Secret Fan', 'Kingdom: Ashin of the North']","[124157.0, 160704.0, 58882.0, 845222.0]"
June Lockhart,13997,1,"New York City, New York, USA",98.0,"['The Colony', 'Zombie Hamlet', 'A Christmas Carol', 'The Remake', 'Eat That Question: Frank Zappa in His Own Words']","[178809.0, 108435.0, 656968.0, 511335.0, 373479.0]"
Juno Temple,36594,1,"Hammersmith, London, England, UK",34.0,"['Sin City: A Dame to Kill For', 'Kaboom', 'The Dark Knight Rises', 'Dirty Girl', 'Killer Joe', 'Little Birds', 'Lovelace', 'Small Apartments', 'Maleficent', 'Jack & Diane', 'The Brass Teapot', 'Afternoon Delight', 'Horns', 'Magic Magic', 'Far from the Madding Crowd', 'Safelight', 'Meadowland', 'Black Mass', 'Len and Company', 'Greenberg', 'Swerve', 'Away', 'The Most Hated Woman in America', 'Wonder Wheel', 'One Percent More Humid', 'Pretenders', 'Bastard', 'Unsane', 'Meet Cute', 'Lost Transmissions', 'Friedkin Uncut', 'Maleficent: Mistress of Evil', 'Avenues', 'The Three Musketeers', 'Palmer', 'Everest', 'Hannah Waddingham: Home for Christmas']","[189.0, 46837.0, 49026.0, 70695.0, 73567.0, 75595.0, 77805.0, 95755.0, 102651.0, 105531.0, 127867.0, 156708.0, 149509.0, 139519.0, 250734.0, 296025.0, 328869.0, 261023.0, 344039.0, 27583.0, 357915.0, 399220.0, 401743.0, 429189.0, 426054.0, 346666.0, 410674.0, 467660.0, 528023.0, 535987.0, 533658.0, 420809.0, 587332.0, 52451.0, 458220.0, 253412.0, 1192548.0]"
Justice Smith,1029934,2,"Los Angeles, California, USA",28.0,"['Paper Towns', 'Jurassic World: Fallen Kingdom', 'Every Day', 'Pokémon Detective Pikachu', 'All the Bright Places', 'The Voyeurs', 'Jurassic World Dominion', 'Query', 'Dungeons & Dragons: Honor Among Thieves', 'Sharper', ""Ron's Gone Wrong"", 'The American Society of Magical Negroes', 'The Quarry']","[286565.0, 351286.0, 45077.0, 447404.0, 342470.0, 645710.0, 507086.0, 701189.0, 493529.0, 717980.0, 482321.0, 1039773.0, 598215.0]"
Justin Hartley,1222596,2,"Knoxville, Illinois, USA",47.0,"['Aquaman', 'Another Time', 'The Challenger', 'A Bad Moms Christmas', 'Little', 'The Hunt', 'Jexi', 'The Noel Diary', 'Senior Year', 'Injustice', 'A Lot of Nothing', 'Scorpio Men on Prozac']","[297802.0, 337426.0, 177203.0, 431530.0, 526050.0, 103663.0, 620725.0, 736918.0, 800937.0, 831405.0, 934047.0, 279772.0]"
Justin Long,15033,2,"Fairfield, Connecticut, USA",45.0,"['Dreamland', 'Alpha and Omega', 'The Conspirator', 'Alvin and the Chipmunks: Chipwrecked', 'For a Good Time, Call...', '10 Years', 'Walking with Dinosaurs', 'Movie 43', 'iSteve', 'Veronica Mars', 'Ask Me Anything', 'Tusk', 'Comet', 'The Lookalike', 'Yoga Hosers', 'Lavender', 'Alvin and the Chipmunks: The Road Chip', 'Free Hugs', 'Ghost Team', 'Frank & Lola', 'Literally, Right Before Aaron', 'A Case of You', 'And Then I Go', 'After Class', 'Jay and Silent Bob Reboot', 'The Wave', 'Walrus Yes: The Making of Tusk', 'Never Surrender: A Galaxy Quest Documentary', 'Magnum Dopus: The Making of Jay and Silent Bob Reboot', 'Best Man Down', 'Lady of the Manor', 'Barbarian', 'Clerk', 'Dear David', 'Christmas with the Campbells', 'House of Darkness', 'Clerks III', 'The Clerks 3 Documentary', ""It's a Wonderful Knife"", 'The Christmas Break', 'Lennon or McCartney']","[480434.0, 12819.0, 60309.0, 55301.0, 84200.0, 58547.0, 77951.0, 87818.0, 186606.0, 177494.0, 271185.0, 246403.0, 276908.0, 281418.0, 290825.0, 340584.0, 258509.0, 393449.0, 404073.0, 316021.0, 450477.0, 174316.0, 459959.0, 532903.0, 440762.0, 619263.0, 632567.0, 637963.0, 696253.0, 138222.0, 761388.0, 913290.0, 681947.0, 609768.0, 934559.0, 942890.0, 635891.0, 1058229.0, 1113278.0, 1205619.0, 402123.0]"
Kaitlyn Dever,481337,1,"Phoenix, Arizona, USA",27.0,"['Cinema Verite', 'J. Edgar', 'Short Term 12', 'Bad Teacher', 'Laggies', 'Men, Women & Children', 'All Summers End', ""We Don't Belong Here"", 'Detroit', 'The Spectacular Now', 'Beautiful Boy', 'Outside In', 'The Front Runner', 'Them That Follow', 'Booksmart', 'Short Term 12: Behind the Scenes', 'Her Effortless Brilliance: A Celebration of Lynn Shelton Through Film and Music', 'Coastal Elites', 'Dear Evan Hansen', 'No One Will Save You', 'Ticket to Paradise', 'Rosaline', 'Next Goal Wins', 'Good Grief']","[64566.0, 88794.0, 169813.0, 52449.0, 244264.0, 243684.0, 322517.0, 334537.0, 407448.0, 157386.0, 451915.0, 472805.0, 476764.0, 486832.0, 505600.0, 568045.0, 725117.0, 728203.0, 567690.0, 820609.0, 800939.0, 826769.0, 621587.0, 1036619.0]"
Kal Penn,53493,2," Montclair, New Jersey, USA",47.0,"['A Very Harold & Kumar Christmas', 'The Sisterhood of Night', 'A Prayer for Rain', 'The Layover', 'Better Off Single', 'The Girl in the Photographs', 'Speech & Debate', 'Emily & Tim', 'Once Upon a Time in Venice', 'The Ashram', 'The Problem with Apu', 'The Girl in the Woods', 'Untitled Horror Movie', 'Hot Mess Holiday', 'Schoolhouse Rock! 50th Anniversary Singalong', 'Dementamania', 'Harold & Kumars Yuletide Jamz', 'The Underdoggs']","[55465.0, 206197.0, 258665.0, 339404.0, 333358.0, 354220.0, 348391.0, 244117.0, 345915.0, 467519.0, 474273.0, 696673.0, 720407.0, 912862.0, 1081609.0, 207763.0, 1204450.0, 1007826.0]"
Kaley Cuoco,53862,1,"Camarillo, California, USA",38.0,"['The Penthouse', 'The Hollow', 'Hop', 'The Last Ride', 'Drew Peterson: Untouchable', 'Authors Anonymous', 'Wasted', 'The Wedding Ringer', 'Alvin and the Chipmunks: The Road Chip', 'Must See TV: An All Star Tribute to James Burrows', 'Burning Bodhi', 'Why Him?', 'Handsome: A Netflix Mystery Movie', ""Star Wars: Galaxy's Edge - Adventure Awaits"", 'A Million Ways to Die in the West', 'The Man from Toronto', ""Elton John: The Nation's Favourite Song"", 'Meet Cute', 'Role Play', 'Bratz: Go to Paris the Movie', 'For the Love of Spock']","[26353.0, 417056.0, 50359.0, 75300.0, 93550.0, 255491.0, 469928.0, 252838.0, 258509.0, 381948.0, 366324.0, 356305.0, 402582.0, 624371.0, 188161.0, 667739.0, 678924.0, 528023.0, 848187.0, 229015.0, 338544.0]"
Kang Eun-hye,1468490,1,"Seoul, South Korea",36.0,"['A Pharisee', 'P.S. Girls', 'Challenge Game', 'Nice Sister-In-Law']","[296715.0, 386861.0, 482207.0, 387844.0]"
Kanye West,4720,2,"Atlanta, Georgia, USA",46.0,"['Beyoncé: I Am... World Tour', 'Cruel Summer', 'Bad 25', 'David Blaine: Real or Magic', 'Our Vinyl Weighs a Ton: This Is Stones Throw Records', 'Anchorman 2: The Legend Continues', 'Something from Nothing: The Art of Rap', 'Fresh Dressed', 'Cherry Bomb: The Documentary', 'Daft Punk Unchained', 'The Black Mamba', 'To Our Daughter', 'Travis Scott: Look Mom I Can Fly', 'Jesus Is King', 'Life Is But a Dream', 'VELVET LIGHT: THE FILM', 'Dave Chappelle: The Kennedy Center Mark Twain Prize', 'Colette, Mon Amour', 'Jay-Z Live From Madison Square Garden: Answer The Call', '12-12-12: The Concert for Sandy Relief', 'Coachella: 20 Years in the Desert', 'Mademoiselle C', 'Kanye West: A Higher Power', 'AWGE DVD: Volume 3', 'Very Ralph', 'A Man Named Scott', 'Kanye With Special Guest Drake - Free Larry Hoover Benefit Concert', ""You're Watching Video Music Box"", 'Kanye West: DONDA Experience Performance 2 22 22', 'Unity', 'Last Week', 'If These Walls Could Sing', 'Travis Scott: Circus Maximus - Live in Rome', 'Saturday Night Live: 40th Anniversary Special', 'Uncle Tom']","[51499.0, 122232.0, 127509.0, 238466.0, 201777.0, 109443.0, 84342.0, 319071.0, 438837.0, 346401.0, 542508.0, 526753.0, 625561.0, 635100.0, 927286.0, 688868.0, 662059.0, 678378.0, 83093.0, 149922.0, 687336.0, 206289.0, 794290.0, 798089.0, 618597.0, 890228.0, 913399.0, 904962.0, 941336.0, 345323.0, 1033911.0, 926392.0, 1162066.0, 1157462.0, 711340.0]"
Karen Allen,650,1,"Carrollton, Illinois, USA",72.0,"['The Turning', 'November Christmas', 'White Irish Drinkers', 'Bad Hurt', 'Wind River', 'A Tree. A Rock. A Cloud.', 'Colewell', 'Things Heard & Seen', 'Indiana Jones: The Search for the Lost Golden Age', 'Indiana Jones and the Dial of Destiny', 'Unsinkable: Titanic Untold', 'The Unofficial Science of Indiana Jones', 'Timeless Heroes: Indiana Jones & Harrison Ford']","[199570.0, 52688.0, 58194.0, 333089.0, 395834.0, 475359.0, 589861.0, 631060.0, 827007.0, 335977.0, 1159452.0, 1218764.0, 1199447.0]"
Karen Gillan,543261,1,"Inverness, Scotland, UK",36.0,"['Outcast', 'All Creatures Here Below', ""We'll Take Manhattan"", 'Oculus', 'Guardians of the Galaxy', 'Not Another Happy Ending', 'The Big Short', 'Jumanji: Welcome to the Jungle', 'In a Valley of Violence', 'Alex & the List', 'Guardians of the Galaxy Vol. 2', 'Avengers: Infinity War', '7 Days in Hell', 'The Circle', 'Conventional', 'Fun Size Horror: Volume Two', 'Warning Labels', 'Doctor Who: A Christmas Carol', ""The Party's Just Beginning"", 'Doctor Who: The Time of the Doctor', 'Doctor Who: The Doctor, the Widow and the Wardrobe', 'Jumanji: The Next Level', 'The Call of the Wild', 'Doctor Who: Meanwhile in the TARDIS: Part 1', 'Doctor Who: Meanwhile in the TARDIS: Part 2', 'Spies in Disguise', 'Bound for Greatness', 'Gunpowder Milkshake', 'Stuber', 'Guardians of the Galaxy Vol. 3', ""Celebrating Marvel's Stan Lee"", 'Eureka!', 'Avengers: Endgame', 'Dual', 'The Hoarding', 'Heroes Manufactured', 'The Bubble', 'The Guardians of the Galaxy Holiday Special', 'Doctor Who: Farewell to Matt Smith', 'How Did We Get Here?', 'Next Exit', 'Thor: Love and Thunder', 'Sleeping Dogs', 'Doctor Who Explained', 'Doctor Who Live: The Afterparty', 'Doctor Who Live: The Next Doctor', 'Doctor Who at the Proms', 'X', 'Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3', 'Doctor Who: Night and the Doctor: Bad Night', 'Doctor Who: Night and the Doctor: Good Night', 'Doctor Who: Pond Life', 'Doctor Who: Good as Gold', 'Doctor Who: Clara and the TARDIS', 'Marvel Studios Assembled: The Making of Thor: Love and Thunder']","[289720.0, 415085.0, 85696.0, 157547.0, 118340.0, 203321.0, 318846.0, 353486.0, 291356.0, 333676.0, 283995.0, 299536.0, 287689.0, 339988.0, 364092.0, 364094.0, 393332.0, 315620.0, 435557.0, 282848.0, 315623.0, 512200.0, 481848.0, 553346.0, 553351.0, 431693.0, 571137.0, 574060.0, 513045.0, 447365.0, 662151.0, 670591.0, 299534.0, 698128.0, 758761.0, 445684.0, 765119.0, 774752.0, 294999.0, 937127.0, 964909.0, 616037.0, 978592.0, 294580.0, 959464.0, 666798.0, 778456.0, 760104.0, 1165487.0, 1206880.0, 1206885.0, 1206946.0, 1212859.0, 520862.0, 1015595.0]"
Karl Urban,1372,2,"Wellington, New Zealand",51.0,"['And Soon the Darkness', 'Priest', 'RED', 'Dredd', 'The Loft', 'Star Trek Into Darkness', 'Walking with Dinosaurs', 'Riddick', 'Riddick: Blindsided', ""Pete's Dragon"", 'Thor: Ragnarok', '50 Years of Star Trek', 'Building Star Trek', 'Star Trek Beyond', 'Acts of Vengeance', 'Hangman', 'Future Shock! The Story of 2000AD', 'For the Love of Spock', 'DC Showcase: Sgt. Rock', 'Star Wars: The Rise of Skywalker', 'The Sea Beast', 'Butcher: A Short Film']","[33107.0, 38321.0, 39514.0, 49049.0, 72784.0, 54138.0, 77951.0, 87421.0, 211449.0, 294272.0, 284053.0, 411500.0, 414260.0, 188927.0, 445954.0, 323368.0, 291863.0, 338544.0, 618346.0, 181812.0, 560057.0, 1127866.0]"
Karoline Herfurth,17067,1,"Berlin, Germany",39.0,"['Vincent Wants to Sea', 'Promising the Moon', 'We Are the Night', 'Zettl', 'Errors of the Human Body', 'Passion', 'Festung', 'Suck Me Shakespeer', 'Jerry Cotton', 'The Pasta Detectives', 'Ghosthunters: On Icy Trails', 'The Pasta Detectives 2', 'Suck Me Shakespeer 2', 'The Pasta Detectives 3', 'Text for You', 'The Little Witch', 'The Perfect Secret', 'Wunderschön', 'Just Something Nice', 'A Million Minutes']","[47979.0, 70839.0, 52587.0, 85699.0, 121565.0, 109099.0, 173871.0, 233063.0, 46281.0, 274415.0, 333112.0, 342591.0, 329263.0, 380568.0, 393569.0, 425194.0, 620881.0, 750466.0, 982804.0, 1162321.0]"
Kasumi Arimura,1039305,1,"Itami, Hyogo, Japan",31.0,"['Hankyu Railways - A 15-Minute Miracle', 'I Am a Hero', 'When Marnie Was There', 'SPEC: Close~Incarnation', 'SPEC: Close~Reincarnation', 'Judge', ""Jossy's"", 'Strobe Edge', 'Flying Colors', 'SPEC: Heaven', 'Erased', 'Someone', 'The Little Maestro', 'March Comes in Like a Lion', 'Sea Side Blue', ""Natsumi's Firefly"", 'Sekigahara', 'Narratage', 'March Goes out Like a Lamb', ""Fortuna's Eye"", 'Café Funiculi Funicula', 'SPEC: Shou', 'Our Departures', 'Dragon Quest: Your Story', 'We Made a Beautiful Bouquet', 'Rurouni Kenshin: The Beginning', 'Gift of Fire', 'SPEC: Zero', 'The Supporting Actors in Byplaywood', 'Rurouni Kenshin: The Final', 'Hito to shigoto', 'Show Me the Way to the Station', 'Prior Convictions', 'Sensuikan Cappellini-gou no bouken', 'Shinrei Shokudō 2', 'The Nutcracker 3D', 'Phases of the Moon', 'Call Me Chihiro', 'Welcome to Our Home', ""Kid's Police""]","[104768.0, 276624.0, 242828.0, 286737.0, 286744.0, 336190.0, 254304.0, 283831.0, 349498.0, 137936.0, 106021.0, 409547.0, 417472.0, 433892.0, 436911.0, 439117.0, 455954.0, 472307.0, 438664.0, 522837.0, 526384.0, 345699.0, 542034.0, 592867.0, 695932.0, 672322.0, 726878.0, 237439.0, 821103.0, 602063.0, 865953.0, 670404.0, 890330.0, 899727.0, 954745.0, 955880.0, 961257.0, 1024621.0, 1056519.0, 246662.0]"
Kat Dennings,52852,1,"Bryn Mawr, Pennsylvania, USA",37.0,"['Thor', 'To Write Love on Her Arms', 'Thor: The Dark World', 'Daydream Nation', 'Suburban Gothic', 'Wanderlust', 'Friendsgiving', 'Marvel Studios: Expanding the Universe', 'Hollywood Adventures', ""Marvel Studios' 2021 Disney+ Day Special"", 'Thor: Love and Thunder']","[10195.0, 75861.0, 76338.0, 58446.0, 277688.0, 50647.0, 524840.0, 647375.0, 343059.0, 877188.0, 616037.0]"
Kate Beckinsale,3967,1,"Chiswick, London, England, UK",50.0,"['Alice Through the Looking Glass', 'Total Recall', 'Underworld: Awakening', 'Contraband', 'The Trials of Cate McCall', 'Stonehearst Asylum', 'Republicans, Get in My Vagina!', 'The Disappointments Room', 'Absolutely Anything', 'The Face of an Angel', 'Underworld: Blood Wars', 'Love & Friendship', 'The Only Living Boy in New York', 'Farming', ""Fool's Paradise"", 'Jolt', 'The Night That Changed America: A Grammy Salute to the Beatles', ""Prisoner's Daughter"", 'Dynamo is Dead']","[241259.0, 64635.0, 52520.0, 77866.0, 253279.0, 207933.0, 290878.0, 293452.0, 86828.0, 254024.0, 346672.0, 296360.0, 95608.0, 475214.0, 553147.0, 617502.0, 255190.0, 865382.0, 1214802.0]"
Kate Hudson,11661,1,"Los Angeles, California, USA",45.0,"['The Killer Inside Me', 'A Little Bit of Heaven', 'Something Borrowed', 'Clear History', 'Good People', 'Rock the Kasbah', ""Mother's Day"", 'Kung Fu Panda 3', 'Deepwater Horizon', 'Marshall', 'Kung Fu Panda: Panda Paws', 'Mona Lisa and the Blood Moon', 'The Reluctant Fundamentalist', 'The Happy Days of Garry Marshall', 'A Little White Lie', 'Glass Onion: A Knives Out Mystery', 'Wish I Was Here', 'Music']","[37414.0, 45156.0, 49022.0, 133790.0, 262338.0, 253414.0, 101669.0, 140300.0, 296524.0, 392982.0, 456661.0, 522526.0, 121677.0, 705088.0, 714964.0, 661374.0, 231576.0, 586101.0]"
Kate Mara,51072,1,"Bedford, New York, USA",41.0,"['Iron Man 2', '127 Hours', 'Ironclad', 'Happythankyoumoreplease', 'Peep World', '10 Years', 'Transcendence', 'The Martian', 'Man Down', 'Captive', 'Queen of Hearts', 'The Heyday of the Insensitive Bastards', 'Tiny Detectives', 'Morgan', 'Megan Leavey', 'Chappaquiddick', 'My Days of Mercy', 'Almost Not Beautiful', 'Why Can’t We Get Along', 'Time of Day', ""The Long Way Home: Making 'The Martian'"", 'Call Jane']","[10138.0, 44115.0, 38543.0, 47218.0, 55632.0, 58547.0, 157353.0, 286217.0, 296523.0, 331190.0, 351554.0, 333033.0, 375380.0, 377264.0, 424488.0, 432301.0, 434714.0, 486797.0, 502627.0, 548055.0, 603459.0, 579496.0]"
Kate Micucci,132354,1,"New Jersey, USA",44.0,"['When in Rome', ""Elf: Buddy's Musical Christmas"", 'Rudderless', 'Planes: Fire & Rescue', 'Werewolves', 'Nerdland', 'The SpongeBob Movie: Sponge Out of Water', 'Search Party', 'LEGO Scooby-Doo! Knight Time Terror', 'LEGO Scooby-Doo! Haunted Hollywood', 'Garfunkel and Oates: Trying to be Special', ""Don't Think Twice"", 'Scooby-Doo! and WWE: Curse of the Speed Demon', 'The Little Hours', 'The Lego Batman Movie', 'Electric Slide', ""Scooby-Doo! Shaggy's Showdown"", 'LEGO® Scooby-Doo! Blowout Beach Bash', 'Scooby-Doo! & Batman: The Brave and the Bold', 'Seven Stages to Achieve Eternal Bliss', 'Lego DC Comics Super Heroes: The Flash', 'Rio 2', 'Show Dogs', 'DuckTales: Destination Adventure!', 'Scooby-Doo! and the Gourmet Ghost', 'Scooby-Doo! and the Curse of the 13th Ghost', 'The Last Laugh', 'Jay and Silent Bob Reboot', 'Steven Universe: The Movie', 'Scooby-Doo! Return to Zombie Island', 'Steven Universe: The Movie: Behind the Curtain', 'I Used to Go Here', 'Scooby-Doo! The Sword and the Scoob', 'Nature Cat: The Return of Bad Dog Bart', 'Happy Halloween, Scooby-Doo!', 'Flora & Ulysses', 'Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog', 'Scooby-Doo, Where Are You Now!', 'Seal Team', 'Sandy Wexler', 'Naked Mole Rat Gets Dressed: The Underground Rock Experience', 'Trick or Treat Scooby-Doo!', 'Clerks III', 'The Clerks 3 Documentary', 'Scooby-Doo! and Krypto, Too!']","[13477.0, 312100.0, 244403.0, 218836.0, 320207.0, 389627.0, 228165.0, 239568.0, 370086.0, 392536.0, 394689.0, 356298.0, 409122.0, 411873.0, 324849.0, 259138.0, 427564.0, 461054.0, 484862.0, 502104.0, 504997.0, 172385.0, 425148.0, 538662.0, 533592.0, 560066.0, 343887.0, 440762.0, 537061.0, 615774.0, 672588.0, 664301.0, 682254.0, 702339.0, 721656.0, 621876.0, 843906.0, 833516.0, 823610.0, 419700.0, 991531.0, 1015724.0, 635891.0, 1058229.0, 1146348.0]"
Kate Winslet,204,1,"Reading, Berkshire, England, UK",48.0,"['Contagion', 'Pride', 'Carnage', 'Movie 43', 'Labor Day', 'Divergent', 'A Little Chaos', 'Insurgent', 'The Dressmaker', 'Steve Jobs', 'Triple 9', ""Snow Chick - A Penguin's Tale"", 'Best Actress of All Time', 'Wonder Wheel', 'Collateral Beauty', 'The Mountain Between Us', 'Diana: The Day Britain Cried', 'Avatar: The Way of Water', 'Reflections on Titanic', 'Manou the Swift', 'Oceans: Our Blue Planet', 'Blackbird', 'Ammonite', 'Snow Bears', 'Buttons', 'And the Oscar Goes To...', 'The Lost Letter', 'Black Beauty', 'Daisy Chain', 'The Christmas Letter', 'Eating Our Way to Extinction', 'Eleven Days in May', 'Discovering Hamlet', 'Avatar: The Deep Dive - A Special Edition of 20/20', ""Inside Pandora's Box"", 'Final Cut: Ladies and Gentlemen', 'Titanic: Stories From the Heart']","[39538.0, 234200.0, 72113.0, 87818.0, 130150.0, 157350.0, 283227.0, 262500.0, 298382.0, 321697.0, 146198.0, 376938.0, 392675.0, 429189.0, 345920.0, 290512.0, 477001.0, 76600.0, 213362.0, 522887.0, 533962.0, 536396.0, 568467.0, 570631.0, 570556.0, 253639.0, 628722.0, 526702.0, 676807.0, 657912.0, 858381.0, 967448.0, 973939.0, 1059673.0, 1106445.0, 126314.0, 1237162.0]"
